"pod","bodega","descricao","ano","region","tipo","uvas","falta_nota_cata","falta_card_criticos","nota_cata","card_criticos"
"POD019756","Gianni Brunelli","","2023","Toscana","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Sangiovese"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas vermelhas, mineral. Boca: fresco puro. Rosso top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019757","Le Chiuse","","2023","Toscana","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Sangiovese"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas vermelhas frescas. Boca: vibrante denso. Rosso top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD012506","Masseto","","2022","Toscana","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis puro. Boca: tenso vibrante. Jovem top. Beba 2027-2040+. Harmonização: carne premium.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD012491","Ornellaia","","2021","Toscana","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas. Boca: denso vibrante. Jovem top. Beba 2027-2045+. Harmonização: assados.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD012028","Tenuta San Guido","","2021","Toscana","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, violetas. Boca: tenso vibrante. Jovem top. Beba 2028-2045+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD012445","Antinori","","2021","Toscana","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Sangiovese"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis puro. Boca: denso elegante. Jovem top. Beba 2027-2045+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019759","Tenuta San Guido","","2023","Toscana","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis fresco. Boca: vibrante equilibrado. Guidalberto top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD018490","Tenuta Tignanello","","2022","Toscana","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Sangiovese"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas e mineral. Boca: denso cremoso. Tignanello top. Jovem top. Beba 2027-2040+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD018076","Savage","","2023","Isla Norte","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chenin Blanc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: cremoso vibrante. Follow the Line top. Jovem top. Beba agora-2028+. Harmonização: peixe ou frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD013111","Filipa Pato & William Wouters","","2023","Centro","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Baga"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas vermelhas frescas. Boca: vibrante puro. DNMC top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019671","Richard Kershaw","","2023","Cape South Coast","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""},{""nome"":""Garnacha"",""pct"":null,""confianza"":""alta""},{""nome"":""Mourvèdre"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, pimenta. Boca: fresco denso. Smuggler´s Boot top. Jovem top. Beba agora-2028+. Harmonização: carnes grelhadas.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD018075","Savage","","2023","Western Cape","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""},{""nome"":""Cinsault"",""pct"":null,""confianza"":""alta""},{""nome"":""Garnacha"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, pimenta e ervas. Boca: denso puro. Thief in the Night top. Jovem top. Beba agora-2028+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1055","Savage","","2023","Western Cape","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""},{""nome"":""Cinsault"",""pct"":null,""confianza"":""alta""},{""nome"":""Garnacha"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas escuras, especiarias. Boca: vibrante denso. Jovem top. Beba agora-2028+. Harmonização: carnes grelhadas.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1056","Domaine Muzard","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: morango, ervas e mineral. Boca: fresco denso. Tinto top. Jovem top. Beba agora-2028+. Harmonização: aves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1063","Artadi","","2022","Rioja","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Tempranillo"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD_TEMP_1074","Comtes Georges de Vogüé","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD_TEMP_1075","Mauro","","2023","Castilla y León","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Tempranillo"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas escuras, ervas. Boca: denso puro vibrante. Jovem top. Beba agora-2028+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1077","4 Kilos","","2023","Baleares","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Callet"",""pct"":null,""confianza"":""alta""},{""nome"":""Fogoneu"",""pct"":null,""confianza"":""alta""},{""nome"":""Mantonegro"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas vermelhas, ervas. Boca: fresco denso. 4 Kilos top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1078","Georges Roumier","","2019","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD_TEMP_1079","Penfolds","","2022","South Australia","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Shiraz"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas escuras, especiarias. Boca: denso cremoso. Tinto top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1080","Cuarto Lagar","","(en blanco)","Castilla y León","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Tempranillo"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas. Boca: cremoso equilibrado. Tinto top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1081","Dominio de Atauta","","(en blanco)","Castilla y León","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Tempranillo"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas vermelhas, mineral. Boca: fresco denso. Tinto top. Beba agora-2030+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1085","Opus One","","2022","California","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Petit Verdot"",""pct"":null,""confianza"":""alta""},{""nome"":""Malbec"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas e mineral. Boca: denso cremoso. Opus One top. Jovem top. Beba 2027-2040+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1086","Domaine Bart","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: morango, ervas. Boca: fresco denso. Tinto top. Jovem top. Beba agora-2028+. Harmonização: aves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1087","Château Ausone","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, violeta e mineral. Boca: denso eterno. Ausone top. Jovem top. Beba 2028-2050+. Harmonização: luxo máximo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1088","Château Figeac","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas. Boca: cremoso taninos firmes. Figeac top. Jovem top. Beba 2028-2045+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1089","Château Haut-Brion","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis mineral. Boca: denso puro eterno. Haut-Brion top. Jovem top. Beba 2028-2050+. Harmonização: carne premium.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1090","Château Pavie","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas. Boca: denso cremoso. Pavie top. Jovem top. Beba 2028-2045+. Harmonização: luxo máximo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1091","Valentin Morel","","2022","Jura","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""alta""},{""nome"":""Savagnin"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: cremoso vibrante. Blanco top. Beba agora-2030+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1093","Isabel Ferrando","","2023","Murcia","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Monastrell"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas escuras, ervas. Boca: fresco denso. Tinto top. Jovem top. Beba agora-2028+. Harmonização: carnes grelhadas.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_1094","La Colombera ","","2024","Piamonte","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Arneis"",""pct"":null,""confianza"":""alta""},{""nome"":""Cortese"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: fresco vibrante. Blanco top. Jovem top. Beba agora-2028+. Harmonização: peixe ou aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0001","Domaine de Villaine","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: cremoso equilibrado. Bouzeron top. Beba agora-2030+. Harmonização: peixe ou frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0002","Arnaud Ente","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos maduros, mineral. Boca: cremoso vibrante. Fourchaume top. Beba agora-2035+. Harmonização: frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0003","Arnaud Ente","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: denso cremoso. Montmains top. Beba agora-2035+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0004","Arnaud Ente","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, mineral. Boca: cremoso vibrante. Montée de Tonnerre top. Beba agora-2040+. Harmonização: frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0005","Arnaud Ente","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas. Boca: fresco denso. Tête d’Or top. Beba agora-2030+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0006","Arnaud Ente","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos maduros, mineral. Boca: cremoso vibrante. Magnum top. Beba agora-2035+. Harmonização: frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0007","Hospices de Beaune","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: denso cremoso. Clos des Écoles top. Beba agora-2035+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0009","Le Puy de l’Ours","","2023","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas. Boca: fresco vibrante. Goudelettes top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0010","Marquis de Laguiche","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, mineral e ervas. Boca: cremoso equilibrado. Morgeot top. Beba agora-2035+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0011","Marquis de Laguiche","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos maduros, mineral. Boca: denso eterno. Montrachet ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0014","Raveneau","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","sim","sim","",""
"POD_TEMP_BM2_0016","Si tu Sais","","2023","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos frescos. Boca: vibrante mineral. Pernand top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0017","Arnaud Ente","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, mineral. Boca: cremoso equilibrado. Genevrières top. Beba agora-2035+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0018","Arnaud Ente","","","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos maduros, ervas. Boca: cremoso vibrante. Genevrières top. Beba agora-2035+. Harmonização: frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0019","Domaine Leflaive","","2023","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, mineral. Boca: denso puro. Clos Saint-Marc top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0020","Lucien Muzard","","2023","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos frescos. Boca: vibrante mineral. Saint-Aubin top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0021","Marquis de Laguiche","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos maduros, mineral profundo. Boca: denso eterno. Corton-Charlemagne ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0022","Marquis de Laguiche","","","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: cremoso eterno. Montrachet ícone. Beba agora-2045+. Harmonização: frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0023","Pierre Morey","","2023","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos frescos. Boca: vibrante denso. Champ Gain top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0025","Vincent Girardin","","2023","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas. Boca: cremoso vibrante. Vieilles Vignes top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0026","Vincent Girardin","","2022","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","sim","sim","",""
"POD_TEMP_BM2_0027","Vincent Girardin","","2023","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas. Boca: cremoso equilibrado. Les Referts top. Jovem top. Beba agora-2028+. Harmonização: frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0028","Pernot","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas e mineral. Boca: denso cremoso. Gevrey top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0029","Prieuré Roch","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis violetas. Boca: denso eterno. Latricières ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0030","D. L’Arlot","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis violetas mineral. Boca: denso eterno. RSV ícone. Jovem top. Beba 2028-2050+. Harmonização: luxo máximo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0031","D. de l’Arlot","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis mineral. Boca: cremoso taninos firmes. Clos de l’Arlot top. Jovem top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0032","D. de l’Arlot","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: denso cremoso. Clos des Forêts top. Beba agora-2040+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0036","Henri Magnien / François Thurot","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: fresco denso. Côte de Nuits top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0038","Jean Grivot","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: morango fresco. Boca: leve vibrante. Jeunesse top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0039","Jean Grivot","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: fresco denso. Les Fleuries top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0040","Le Puy de l’Ours","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: morango, mineral. Boca: vibrante puro. Les Follettes top. Jovem top. Beba agora-2028+. Harmonização: aves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0041","Les Terres de Philéandre","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: cremoso equilibrado. Serpentières top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0047","Pierre Morey","","","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos maduros, ervas e mineral. Boca: cremoso equilibrado. Meursault top. Beba agora-2035+. Harmonização: peixe ou frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0048","Comtes Georges de Vogüé","","","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis violetas mineral. Boca: denso puro eterno. Les Amoureuses ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0049","D. de l’Arlot","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: cremoso taninos firmes. Les Suchots top. Beba agora-2040+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0050","D. de l’Arlot","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: frutas vermelhas, mineral. Boca: vibrante denso. Les Suchots top. Jovem top. Beba 2028-2045+. Harmonização: carne premium.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0051","Hubert Lignier","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: morango, ervas. Boca: fresco denso. Bourgogne top. Beba agora-2030+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0052","Hubert Lignier","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, violeta e mineral. Boca: elegante denso. Chambolle top. Beba agora-2035+. Harmonização: aves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0053","Jean Grivot","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis mineral. Boca: denso cremoso. Les Charmois top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0054","Jean Grivot","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","sim","sim","",""
